station_name,hour,day_of_week_num,actual_rides,predicted_rides
Daley Center Plaza,13,0,2,1.436145159173343
Clark St & Ida B Wells Dr,7,4,2,1.1736036512240111
Orleans St & Chestnut St (NEXT Apts),17,1,2,1.5392323271791304
Southport Ave & Irving Park Rd,8,2,1,1.3616092488813427
Franklin St & Illinois St,16,1,1,1.757957573484852
Dearborn St & Monroe St,20,1,3,1.1985789729259786
Sheridan Rd & Montrose Ave,11,3,1,1.2646314452962626
Fairbanks Ct & Grand Ave,3,6,2,1.1175752611607266
LaSalle St & Illinois St,12,3,2,1.2779337560408939
Milwaukee Ave & Grand Ave,23,5,3,1.0966617750853218
California Ave & Milwaukee Ave,9,3,1,1.141152982183556
State St & Randolph St,7,3,1,1.43919360936041
Clark St & Lake St,14,6,1,1.2294472539157468
South Shore Dr & 67th St,8,1,1,1.164586678553173
Evanston Civic Center,9,1,2,1.1227600030059037
Broadway & Barry Ave,8,0,2,1.4877550979792804
Artesian Ave & Hubbard St,19,3,1,1.2493753380785848
Wabash Ave & Adams St,17,1,1,2.083386828614674
California Ave & Division St,7,5,1,1.101113467393728
Franklin St & Jackson Blvd,5,6,1,1.0774032535360671
Wells St & Elm St,10,5,1,2.0694199838689
Cottage Grove Ave & 47th St,16,2,1,1.1143013967915931
May St & Taylor St,10,2,1,1.2741922098257918
Clark St & Chicago Ave,17,6,1,1.2468566005875266
Racine Ave & Washington Blvd,15,1,2,1.2431867123812987
Broadway & Thorndale Ave,21,6,1,1.0925591216098605
Damen Ave & Pierce Ave,11,2,1,1.2870702740106166
Racine Ave & Belmont Ave,23,2,1,1.1382871844677418
Clark St & Grace St,12,3,1,1.37576186119526
Racine Ave & Wrightwood Ave,12,5,1,1.2352801038493042
Ravenswood Ave & Berteau Ave,10,6,1,1.1685903047146353
Milwaukee Ave & Rockwell St,18,3,2,1.2264285934591155
Southport Ave & Waveland Ave,0,5,1,1.4626104592660862
Clark St & Wellington Ave,11,5,1,1.3361890918535229
Michigan Ave & 14th St,0,5,1,1.4626104592660862
Ashland Ave & Lake St,17,0,1,1.3565176117120818
Wood St & Chicago Ave,6,1,1,1.126038588542622
Halsted St & Dickens Ave,18,4,1,1.4027945285622263
Kimbark Ave & 53rd St,20,4,1,1.1368433806844203
Kingsbury St & Erie St,6,5,1,1.785256824565504
Millennium Park,16,5,1,1.9189115328779893
Kimball Ave & Belmont Ave,18,0,2,1.225208840234967
Clark St & Winnemac Ave,10,0,1,1.1360610523693984
Wells St & Elm St,11,0,1,1.122978414559297
Paulina St & Montrose Ave,17,0,1,1.2164119640503555
Halsted St & Polk St,18,1,2,2.1529874843371792
Damen Ave & Chicago Ave,16,4,2,1.382003267040433
Clark St & Newport St,15,5,1,1.4144126813156441
Aberdeen St & Monroe St,9,0,1,1.099366830319785
Clarendon Ave & Gordon Ter,10,4,1,1.1388853341504128
Kingsbury St & Erie St,10,4,1,1.3881598899230574
Orleans St & Elm St,11,0,1,1.1398063858635996
Desplaines St & Jackson Blvd,18,1,1,1.7172921116434647
Kedzie Ave & Milwaukee Ave,13,0,1,1.167775004839899
Federal St & Polk St,20,0,3,1.1673379427459383
W Armitage Ave & N Sheffield Ave,16,2,1,1.1143013967915931
Sedgwick St & North Ave,7,6,1,1.8027168494047012
State St & 19th St,17,0,1,1.2164119640503555
Halsted St & Archer Ave,14,1,1,1.1029641334993479
Broadway & Barry Ave,12,3,1,1.435637992597358
State St & Chicago Ave,15,3,1,1.3353064717135374
Ada St & Washington Blvd,9,5,1,1.1143721511106566
Halsted St & Polk St,18,2,2,2.3522622992332747
Ashland Ave & Grand Ave,12,3,2,1.2506831711532274
Western Ave & Grace St,14,2,1,1.1151238744036696
Desplaines St & Jackson Blvd,5,1,1,1.1545276795659307
Michigan Ave & Lake St,7,2,1,1.168859611714063
Damen Ave & Charleston St,14,4,1,1.1130107504392892
State St & 33rd St,6,3,1,1.1261077244095743
Franklin St & Jackson Blvd,14,2,1,2.04561035579877
Lake Park Ave & 56th St,9,4,2,1.1891810026562724
Rhodes Ave & 32nd St,11,3,1,1.1668830331892992
Dayton St & North Ave,13,4,1,1.3114607186190477
Franklin St & Illinois St,12,0,2,1.2233559010433412
Dearborn St & Erie St,17,4,2,2.651785421449895
Kimball Ave & Belmont Ave,10,5,1,1.1182587610773644
Ellis Ave & 58th St,16,2,3,1.7868284778946548
Bernard St & Elston Ave,22,1,1,1.1236592367623037
University Ave & 57th St,18,1,1,2.4662661354383504
Southport Ave & Irving Park Rd,8,3,1,1.4426190472687452
Clark St & Wellington Ave,11,5,2,1.3361890918535229
Wabash Ave & 87th St,14,5,1,1.1693398922172376
Clark St & Winnemac Ave,1,3,1,1.262012298159357
Logan Blvd & Elston Ave,18,4,1,1.2783577807278461
Wabash Ave & 16th St,8,1,1,1.7397469974500563
Ravenswood Ave & Lawrence Ave,12,1,1,1.318800429986298
LaSalle St & Illinois St,20,5,1,1.1678912143961102
Jeffery Blvd & 71st St,15,1,1,1.2431867123812987
Sheffield Ave & Kingsbury St,10,5,1,1.6784407325478576
Troy St & Elston Ave,11,1,1,1.1159638414156867
Clark St & Wrightwood Ave,12,5,4,2.245419772549347
Washtenaw Ave & Lawrence Ave,17,2,1,1.1340535548460782
Clark St & Montrose Ave,14,3,1,1.12764985071932
Dearborn St & Erie St,11,6,1,2.0548756255612286
Daley Center Plaza,10,4,1,1.215812559377117
Burling St & Diversey Pkwy,9,0,1,1.17896198404199
Morgan St & Lake St,11,6,1,1.294771417792597
Damen Ave & Cortland St,22,5,2,1.146949133828271
Damen Ave & Wellington Ave,10,6,1,1.161309581423132
Michigan Ave & 8th St,15,3,1,1.3440087242632475
Clarendon Ave & Gordon Ter,16,6,2,1.27596040034643
Burling St & Diversey Pkwy,11,1,1,1.2033348783530617
Sheffield Ave & Fullerton Ave,19,2,2,1.4337652971799508
Paulina Ave & North Ave,12,5,1,1.1844050055134638
Stave St & Armitage Ave,20,2,1,1.217733256199602
Spaulding Ave & Armitage Ave,14,2,1,1.1151238744036696
Ritchie Ct & Banks St,9,3,2,1.3880514626485165
Glenwood Ave & Touhy Ave,12,3,1,1.1504659186090023
McClurg Ct & Erie St,13,4,1,1.366780998143304
Canal St & Madison St,8,2,3,2.3721527786219707
Southport Ave & Roscoe St,11,0,1,1.2391527987600692
Wolcott (Ravenswood) Ave & Montrose Ave,13,3,1,1.0944174708907008
Franklin St & Jackson Blvd,17,4,1,3.423590431369456
Mies van der Rohe Way & Chicago Ave,10,2,3,1.175409450033703
University Ave & 57th St,7,2,1,1.090157089424831
LaSalle St & Washington St,19,1,1,1.3618052546996444
Wells St & Walton St,11,3,1,1.2261129012207297
Stetson Ave & South Water St,9,0,1,1.2152263979925917
Michigan Ave & Ida B Wells Dr,12,2,1,1.1926330788155377
Campbell Ave & Fullerton Ave,17,3,1,1.1859064323843724
Lincoln Ave & Roscoe St,11,6,2,1.2243949669519638
Racine Ave & Wrightwood Ave,21,2,1,1.1281006383633727
Larrabee St & Armitage Ave,21,0,1,1.188515967867599
Wabash Ave & 16th St,7,3,2,1.6482460006683763
Clark St & Wellington Ave,20,6,1,1.2226221689108345
Prairie Ave & 43rd St,15,1,1,1.2431867123812987
Michigan Ave & Ida B Wells Dr,8,6,1,1.0924704267007679
Humboldt Blvd & Armitage Ave,16,3,2,1.1421248528830845
Halsted St & Wrightwood Ave,13,3,1,1.3079638442668429
Stave St & Armitage Ave,11,5,1,1.187762936106526
Sheridan Rd & Montrose Ave,14,1,1,1.4633648939827497
Mies van der Rohe Way & Chestnut St,10,6,1,1.1426977875875677
Broadway & Wilson - Truman College Vaccination Site,12,6,1,1.1507444912885496
Southport Ave & Irving Park Rd,20,0,1,1.1252486401639599
Michigan Ave & Jackson Blvd,16,1,3,1.3433528672878605
Southport Ave & Wellington Ave,12,3,1,1.2474540101133278
Sedgwick St & Huron St,8,1,1,1.533826079954041
St. Louis Ave & Fullerton Ave,17,0,1,1.2164119640503555
Greenview Ave & Jarvis Ave,19,2,1,1.2447293842707992
Clarendon Ave & Gordon Ter,14,2,1,1.3142142983694802
Humboldt Blvd & Armitage Ave,16,5,1,1.3665205387852737
Streeter Dr & Grand Ave,8,4,1,1.4789537787612344
Canal St & Adams St,21,6,1,1.0950101454676053
Larrabee St & Menomonee St,14,2,2,1.1177665495507942
LaSalle Dr & Huron St,12,6,1,1.3515479431502657
Greenview Ave & Jarvis Ave,11,1,2,1.1195884028191954
Damen Ave & Thomas St (Augusta Blvd),7,5,1,1.1426703594160315
Larrabee St & Armitage Ave,9,4,1,1.2637302816635092
DuSable Lake Shore Dr & Belmont Ave,10,5,1,1.3517170620116088
Broadway & Barry Ave,21,2,2,1.4160370674994283
Lakeview Ave & Fullerton Pkwy,19,5,1,1.272948631406762
Ellis Ave & 60th St,10,0,1,1.9133274448719488
Elizabeth (May) St & Fulton St,11,0,1,1.1575171154344706
Michigan Ave & 14th St,17,3,2,1.3428307034238147
Lincoln Ave & Roscoe St,11,5,1,1.2260096198730048
Clinton St & Jackson Blvd,6,0,2,1.7526101962168732
Claremont Ave & Hirsch St,7,4,1,1.1600914515733858
Marine Dr & Ainslie St,21,6,1,1.08447792672849
Richmond St & Diversey Ave,21,1,1,1.1722532735655027
Kildare Ave & Montrose Ave,7,3,1,1.1395379307611244
Ashland Ave & Wrightwood Ave,16,3,1,1.1431843663389785
Milwaukee Ave & Grand Ave,9,3,1,1.3250315559322263
Broadway & Cornelia Ave,19,3,1,1.2864585067090504
Leavitt St & Division St,8,4,1,1.3098304320756935
Wabash Ave & Adams St,13,4,1,1.403759445231991
Indiana Ave & Roosevelt Rd,10,4,1,1.4094708220486085
Clark St & 9th St (AMLI),12,5,1,1.1833246565375166
Sheridan Rd & Montrose Ave,18,4,1,1.9689502648472554
State St & Kinzie St,1,5,1,1.455554197441611
Halsted St & Wrightwood Ave,20,3,1,1.3363195714300378
Ada St & Washington Blvd,15,3,1,1.3353064717135374
Michigan Ave & 18th St,13,1,1,1.134849638235353
Honore St & Division St,19,2,1,1.2554272917273273
Southport Ave & Wrightwood Ave,1,5,2,1.455554197441611
Wells St & Hubbard St,6,1,1,1.6107585688145516
Broadway & Barry Ave,18,0,1,1.7817253236460089
Southport Ave & Roscoe St,0,5,1,1.468623617160823
Broadway & Waveland Ave,10,0,2,1.3100128140120404
California Ave & Milwaukee Ave,21,3,1,1.2686033924347497
Greenview Ave & Jarvis Ave,9,3,1,1.1177747392919968
State St & Kinzie St,12,5,2,1.5169019990250157
Wells St & Huron St,23,4,1,1.0964648478242784
Broadway & Barry Ave,9,5,1,1.7610415722247115
Rush St & Cedar St,10,5,1,1.5108996006618391
Dearborn St & Erie St,5,0,1,1.0720089290045258
Southport Ave & Belmont Ave,10,6,1,1.164064652535873
State St & Randolph St,7,2,2,1.4539515243183094
State St & Chicago Ave,11,5,1,1.250706434165384
Morgan St & Polk St,15,0,1,2.0109279308339656
Campbell Ave & Montrose Ave,13,4,3,1.2970653333941176
Bissell St & Armitage Ave,15,5,1,1.420528065931029
Indiana Ave & Roosevelt Rd,9,4,1,1.2011238344988349
LaSalle St & Washington St,13,0,3,1.6156384373308128
Clinton St & Tilden St,14,2,1,1.1187003369788315
Clark St & Schreiber Ave,17,0,1,1.2164119640503555
Ritchie Ct & Banks St,11,6,1,1.4687662297774617
Lincoln Ave & Diversey Pkwy,17,1,2,2.0733644451692546
DuSable Lake Shore Dr & Monroe St,10,6,1,1.659962986845787
Western Ave & Walton St,9,2,1,1.1643567796235963
Kingsbury St & Kinzie St,17,5,3,2.2255368683603973
Racine Ave & Fullerton Ave,18,0,1,1.5076152605072313
Dearborn Pkwy & Delaware Pl,7,2,1,1.6962151590594694
Ellis Ave & 60th St,9,6,2,2.2615512885807
Milwaukee Ave & Wabansia Ave,7,2,1,1.157409774432234
DuSable Lake Shore Dr & Wellington Ave,15,0,1,1.211955850695233
Pine Grove Ave & Waveland Ave,14,2,1,1.4188656738512035
Wabash Ave & Wacker Pl,14,4,1,1.1286246196432501
Wells St & Hubbard St,8,2,3,1.284190502694677
Clark St & Schiller St,12,5,1,1.4083167792858342
Stave St & Armitage Ave,23,4,1,1.0897969213359606
Dusable Harbor,13,5,1,1.5626085177940772
Franklin St & Monroe St,18,4,1,2.1106194673489567
Clark St & Leland Ave,19,4,1,1.2217441991695617
Clinton St & Washington Blvd,15,1,2,2.1874326804427526
Stetson Ave & South Water St,12,1,1,1.2895410957530964
Sheridan Rd & Irving Park Rd,6,3,2,1.2601692551648973
Clark St & North Ave,15,6,1,1.2632488713590364
Honore St & Division St,8,4,2,1.106833889225824
Milwaukee Ave & Wabansia Ave,12,5,1,1.5849661169044647
Paulina St & 18th St,20,3,2,1.1662101100161524
Indiana Ave & Roosevelt Rd,14,0,1,1.5569858062486222
Wilton Ave & Diversey Pkwy,7,3,2,1.4040504619439746
Greenview Ave & Fullerton Ave,8,1,2,1.1707063628188261
Racine Ave & Washington Blvd,17,4,1,1.2406512126027942
Rush St & Hubbard St,8,3,1,1.428055283704035
Orleans St & Elm St,15,0,1,1.2063751568792451
DuSable Lake Shore Dr & North Blvd,7,3,1,1.1727287452856279
Wolcott Ave & Polk St,19,0,2,1.862036711587553
Wells St & Hubbard St,7,2,1,1.2891661889214256
Fairbanks Ct & Grand Ave,1,5,1,1.455554197441611
LaSalle St & Illinois St,7,3,1,1.2288298935295914
Southport Ave & Waveland Ave,17,2,1,1.9696645456366815
Halsted St & Polk St,20,2,1,1.7026155647749186
Ogden Ave & Chicago Ave,8,2,1,1.1828182484723329
Delano Ct & Roosevelt Rd,12,0,1,1.1843421500898605
Winchester Ave & Elston Ave,19,2,1,1.2447293842707992
Wabash Ave & Roosevelt Rd,0,5,3,1.4626104592660862
Stetson Ave & South Water St,18,0,2,1.9112910536187038
Leavitt St & North Ave,9,0,1,1.109627161896245
Wells St & Concord Ln,10,1,3,2.02059881427993
Indiana Ave & Roosevelt Rd,6,4,2,1.9135357971062303
Ashland Ave & 13th St,11,2,1,1.15567298929317
Southport Ave & Waveland Ave,19,5,3,1.284374134599492
Ashland Ave & Blackhawk St,5,3,1,1.0286451677091224
Clinton St & Washington Blvd,14,0,1,1.2109965728715728
Ogden Ave & Race Ave,5,1,1,1.0452957633802162
Wood St & Milwaukee Ave,15,0,1,1.2063751568792451
Calumet Ave & 18th St,18,0,1,1.225208840234967
Lakeview Ave & Fullerton Pkwy,14,6,1,1.3145501760806284
Prairie Ave & Garfield Blvd,10,0,1,1.0933744709063402
Clark St & Chicago Ave,7,1,1,1.2669766359595018
Carpenter St & Huron St,9,3,2,1.5638311359158252
McClurg Ct & Ohio St,20,5,2,1.129514161191854
Michigan Ave & Oak St,8,4,1,1.1171729548192437
Chicago Ave & Sheridan Rd,15,0,2,1.2063751568792451
Carpenter St & Huron St,8,2,2,1.5761715797824039
Rush St & Hubbard St,7,1,1,1.4741968717034357
Field Blvd & South Water St,16,6,1,1.3211108812464767
Damen Ave & Wabansia Ave,19,2,1,1.2447293842707992
DuSable Lake Shore Dr & Monroe St,12,0,1,1.5658980177069606
Clark St & Elm St,17,5,3,1.7194778593754245
Dearborn Pkwy & Delaware Pl,9,0,2,1.7537307454649642
State St & Randolph St,21,3,1,1.4283038845156475
Eckhart Park,15,4,1,1.3225797522770926
Clark St & Armitage Ave,13,2,1,1.251368046687922
Ellis Ave & 53rd St,14,0,1,1.5474371998848462
Michigan Ave & Lake St,9,0,1,1.1232101052859988
Wilton Ave & Belmont Ave,19,3,5,1.8918675854166345
Kingsbury St & Kinzie St,12,5,2,2.4670346255052142
Federal St & Polk St,18,0,4,1.9179979174483228
Franklin St & Chicago Ave,23,4,1,1.101760761139701
Southport Ave & Waveland Ave,6,2,1,1.164580666821239
Wilton Ave & Belmont Ave,17,6,1,1.4606752383660129
Stockton Dr & Wrightwood Ave,18,2,1,1.1392293646346625
Marine Dr & Ainslie St,18,6,1,1.1546906381751025
Leavitt St & Division St,7,2,2,1.555188499106928
DuSable Lake Shore Dr & Wellington Ave,9,2,1,1.4117707953214815
Wilton Ave & Belmont Ave,16,2,1,2.305246916825864
Canal St & Jackson Blvd,9,1,1,1.2469891741665224
Ashland Ave & Grace St,21,2,1,1.1281006383633727
Ada St & Washington Blvd,18,3,1,1.4619121768775443
DuSable Lake Shore Dr & North Blvd,16,6,2,1.2523757817096406
Desplaines St & Randolph St,12,4,1,1.1310657972867992
State St & 35th St,20,2,1,1.217733256199602
Sheridan Rd & Montrose Ave,19,4,1,1.2695259056803971
Damen Ave & 59th St,15,2,1,1.2415411180475604
Lincoln Ave & Belle Plaine Ave,16,3,1,1.2163811037942986
Ogden Ave & Race Ave,17,3,2,1.3282558191838498
McClurg Ct & Erie St,10,6,2,1.5857241703094287
Larrabee St & Kingsbury St,14,3,1,1.5598656472496812
Aberdeen St & Monroe St,17,3,1,1.34860157295979
Wabash Ave & 16th St,14,6,2,1.379449483917962
McClurg Ct & Erie St,9,5,1,1.6847256469057938
Broadway & Thorndale Ave,21,3,1,1.1720015348716124
Paulina St & Flournoy St,6,2,1,1.157487643565425
Franklin St & Adams St (Temp),11,5,1,1.3114452358597737
Racine Ave & Belmont Ave,21,2,1,1.1211465917959413
Wabash Ave & 9th St,14,5,1,1.3282893165661216
Canal St & Madison St,11,3,2,1.1350540281042043
Wabash Ave & Wacker Pl,16,4,1,1.8491055620756538
Woodlawn Ave & 55th St,13,2,2,1.5096432928700425
Halsted St & Dickens Ave,15,3,2,1.331776610653214
Sheffield Ave & Wrightwood Ave,19,1,2,1.218237164202513
Wells St & Elm St,8,0,2,2.0265669300170073
Wabash Ave & Adams St,17,6,1,1.2281812242548829
Halsted St & Willow St,0,5,1,1.4626104592660862
Green St & Madison St,18,3,1,2.088394180080326
MLK Jr Dr & 29th St,17,4,1,1.2448281160732957
Racine Ave & Congress Pkwy,9,1,2,1.1285911317536992
St. Louis Ave & Fullerton Ave,15,3,1,1.3353064717135374
Clinton St & Lake St,19,0,1,1.3765638208424016
Shields Ave & 28th Pl,7,4,2,1.1635583036412065
Kingsbury St & Erie St,18,5,1,1.3186000547854713
Broadway & Cornelia Ave,9,0,1,1.1060800241747948
Shields Ave & 28th Pl,16,1,1,1.1941517729995577
Clark St & Touhy Ave,21,4,1,1.1232805206287957
Fairbanks Ct & Grand Ave,18,0,2,1.4852445804961192
Franklin St & Chicago Ave,21,0,1,1.155268110867411
Kingsbury St & Kinzie St,16,5,3,2.242613800415271
McClurg Ct & Erie St,18,6,1,1.1593209412054055
Wells St & Huron St,16,3,4,2.958114888121853
Ellis Ave & 60th St,17,5,1,2.5328242723949677
Clinton St & Lake St,14,2,1,1.582664530977745
State St & Pearson St,19,5,1,1.2314323412467694
Canal St & Monroe St,18,1,2,2.047942431489699
Field Blvd & South Water St,15,5,2,1.4740832212335142
Broadway & Cornelia Ave,15,5,3,1.4334406027238362
Richmond St & Diversey Ave,20,1,1,1.2090331742896914
Canal St & Madison St,11,4,2,1.3326815553727311
Wells St & Concord Ln,20,1,3,1.7148850522972041
Kedzie Ave & Bryn Mawr Ave,7,3,1,1.1447495573048285
Canal St & Monroe St,9,3,1,1.2804198845492727
Clark St & Wrightwood Ave,13,6,1,1.3444038005812913
Desplaines St & Kinzie St,15,2,1,1.2363625791165438
DuSable Lake Shore Dr & Belmont Ave,13,4,1,1.1868683258736046
St. Clair St & Erie St,19,6,1,1.5425456088656404
Wells St & Elm St,15,1,1,1.6023005146628617
Rush St & Cedar St,13,6,2,1.5735625718644661
Racine Ave & Congress Pkwy,17,3,1,1.5214471170569717
Kingsbury St & Kinzie St,9,4,3,2.2683178072712495
Shore Dr & 55th St,9,0,1,1.4402034293262724
Desplaines St & Kinzie St,16,6,2,1.90143224237355
Franklin St & Illinois St,5,3,1,1.0347923292002061
Halsted St & Dickens Ave,15,0,2,1.216360338290024
Peoria St & Jackson Blvd,16,0,3,2.2150615706478276
DuSable Lake Shore Dr & Diversey Pkwy,14,2,1,1.1269647555046844
Claremont Ave & Hirsch St,10,6,1,1.161309581423132
Clark St & Newport St,10,2,1,1.2015667812566986
Dearborn St & Erie St,15,1,1,1.6477756404341464
Clybourn Ave & Division St,16,2,2,1.2192073168937592
Loomis St & Lexington St,21,2,2,1.648837879006549
Aberdeen St & Jackson Blvd,16,0,2,1.4477665155884099
Greenview Ave & Fullerton Ave,13,1,2,1.3212025712856217
Western Ave & Walton St,7,0,1,1.1470875124533861
University Ave & 57th St,1,2,1,1.0808414222722278
Mies van der Rohe Way & Chestnut St,22,2,1,1.1029361331596406
LaSalle St & Jackson Blvd,18,4,2,1.8379598053280708
Dearborn Pkwy & Delaware Pl,18,6,1,1.2116060762888716
Wells St & Polk St,17,1,3,1.459536846680757
Damen Ave & Walnut (Lake) St,17,6,1,1.2281812242548829
Sedgwick St & North Ave,10,0,1,1.5222152842561132
Halsted St & Polk St,19,2,1,1.8854067518740132
Canal St & Madison St,20,2,1,1.2359842291819427
DuSable Lake Shore Dr & North Blvd,17,4,2,1.264981013635288
Sheffield Ave & Fullerton Ave,13,3,2,1.9611061051521583
Ada St & Washington Blvd,17,2,1,1.416000877254885
Clark St & Schiller St,13,5,2,1.323118573427903
Canal St & Madison St,10,3,2,1.4226753008773128
Elston Ave & Cortland St,17,0,3,1.4109178475383417
Wells St & Polk St,11,1,2,1.2529902285246768
Wells St & Polk St,16,2,1,1.993027366314648
Ellis Ave & 58th St,12,4,1,1.7725522338384585
Columbus Dr & Randolph St,11,4,1,1.4229518409327746
Morgan St & Lake St,9,0,1,1.2932832831362078
Milwaukee Ave & Wabansia Ave,13,5,2,1.5860223472863462
Michigan Ave & Lake St,19,1,1,1.6523347084417421
Ashland Ave & Augusta Blvd,14,5,1,1.1340745359263515
Halsted St & Dickens Ave,10,6,1,1.5774691323868615
Emerald Ave & 28th St,15,5,1,1.4144126813156441
California Ave & Milwaukee Ave,13,0,1,1.1499595544109917
University Ave & 57th St,17,3,4,3.3449095739142183
Rush St & Hubbard St,19,1,2,1.2041494207079328
State St & 33rd St,18,1,1,1.5061527047548071
Sheffield Ave & Wrightwood Ave,19,0,2,1.1763182778711987
Franklin St & Jackson Blvd,19,3,1,1.2649146660436843
Racine Ave & Fullerton Ave,12,5,1,1.2194966322615215
Canal St & Adams St,19,5,1,1.3312418031326982
St. Clair St & Erie St,8,4,1,1.4983287979071014
Wacker Dr & Washington St,16,3,1,2.02635672947488
LaSalle St & Illinois St,6,1,1,1.1157977609137744
Broadway & Cornelia Ave,21,0,2,1.2695681582811713
Kingsbury St & Kinzie St,9,0,2,2.314502032531714
Paulina St & 18th St,13,0,1,1.1327124984044545
Wabash Ave & Roosevelt Rd,16,0,1,1.8880293506111567
Daley Center Plaza,6,4,1,1.1293336164593653
Racine Ave & Fullerton Ave,11,1,1,1.2625453496425991
Clark St & Drummond Pl,2,6,1,1.0990465687983515
Paulina Ave & North Ave,15,0,1,1.2063751568792451
Dearborn St & Monroe St,11,4,1,1.3925930640762763
Canal St & Adams St,18,3,1,2.6264879134647443
Wells St & Huron St,18,0,1,2.3365230567348
Rockwell St & Eastwood Ave,16,2,1,1.1143013967915931
Kilpatrick Ave & Parker Ave,13,0,1,1.1327124984044545
Sheffield Ave & Kingsbury St,13,3,1,1.2001398033967663
McClurg Ct & Erie St,7,0,1,1.268284996250825
Wolcott Ave & Polk St,8,6,1,1.090352981259611
LaSalle Dr & Huron St,15,6,2,1.2680215986317636
Ashland Ave & Wrightwood Ave,10,4,1,1.110447898016636
Loomis St & Archer Ave,7,0,1,1.1390226354958914
Bissell St & Armitage Ave,8,1,1,1.3235553698234048
Franklin St & Lake St,12,3,1,1.8905889414373624
Wentworth Ave & Cermak Rd,17,4,1,1.2206517392014933
Canal St & Jackson Blvd,14,4,1,1.4484021242945528
State St & 33rd St,18,0,2,1.2827682471207384
Wabash Ave & 9th St,16,4,1,1.5693706932250482
Ogden Ave & Chicago Ave,0,3,1,1.0762950297764073
LaSalle St & Jackson Blvd,6,3,2,1.7543923193013107
State St & Randolph St,13,1,2,1.6799573495962448
Ravenswood Ave & Irving Park Rd,21,1,1,1.1696041250413338
Larrabee St & Menomonee St,11,3,1,1.172440480607993
Pine Grove Ave & Irving Park Rd,10,1,1,1.1065877999869906
Wood St & Taylor St (Temp),19,4,1,1.227799784185308
State St & Van Buren St,12,4,1,1.6839476486456062
Racine Ave & Fullerton Ave,9,1,1,1.195976767250419
Canal St & Harrison St,16,4,1,1.1828193750550517
Broadway & Belmont Ave,7,3,3,1.9360367836391823
Racine Ave & Belmont Ave,12,0,1,1.1956188034634392
Clark St & Newport St,21,0,1,1.163222120772075
Milwaukee Ave & Grand Ave,6,1,2,1.1676777937925513
Ashland Ave & Division St,3,6,1,1.1690701838535553
Ritchie Ct & Banks St,8,3,1,1.7497118334697843
Franklin St & Chicago Ave,9,5,2,1.5593160459686901
Clinton St & Lake St,17,0,1,2.701839845004739
Clark St & Elm St,8,1,5,3.047779917279143
Leavitt St & Division St,19,2,1,1.2447293842707992
Greenview Ave & Diversey Pkwy,18,3,2,1.1952610980437057
Clinton St & 18th St,17,0,1,1.2164119640503555
Clinton St & Jackson Blvd,6,0,1,1.7526101962168732
Southport Ave & Belmont Ave,10,0,1,1.0988948470877509
Halsted St & Dickens Ave,12,1,1,1.2812865780876297
Oakley Ave & Irving Park Rd,18,2,1,1.098278697980014
Eckhart Park,7,0,1,1.247238929453256
Halsted St & Wrightwood Ave,20,6,1,1.209949385354877
Elston Ave & Cortland St,13,4,2,1.119288127733341
Damen Ave & Wabansia Ave,18,0,1,1.225208840234967
Franklin St & Chicago Ave,20,3,1,1.1702520649646675
Kimbark Ave & 53rd St,12,0,3,1.4979461797954192
Sheridan Rd & Loyola Ave,17,4,1,1.1126001314342084
Kingsbury St & Kinzie St,18,0,5,5.390102356722561
Clark St & Wrightwood Ave,5,3,1,1.2774400139826176
Cottage Grove Ave & Oakwood Blvd,14,3,1,1.1217928250794458
Paulina St & Montrose Ave,11,6,1,1.1875093333975402
May St & Taylor St,7,2,1,1.1618931527469902
Central Park Ave & Ogden Ave,13,0,1,1.1327124984044545
Wells St & Evergreen Ave,14,2,2,1.2164134665253912
Hampden Ct & Diversey Ave,8,3,1,1.1989448948997716
Lincoln Ave & Belmont Ave,8,2,1,1.1296929627695145
State St & Randolph St,8,1,1,1.3458745878948393
Clark St & Wrightwood Ave,16,5,1,1.4128316602641262
Canal St & Madison St,14,4,1,1.4183443456840212
Noble St & Milwaukee Ave,18,6,1,1.1893032113011324
LaSalle Dr & Huron St,13,4,1,1.2341504120326496
Hermitage Ave & Polk St,15,2,1,1.6602805446257876
Western Ave & Fillmore St,17,4,1,1.1153444258732954
Morgan St & Pershing Rd,3,2,1,1.001017871017871
Broadway & Waveland Ave,14,3,1,2.5671852868288285
Pine Grove Ave & Waveland Ave,12,3,3,1.6153462334828752
Clark St & Newport St,17,0,3,1.2994827504925401
Wells St & Concord Ln,16,2,1,2.013282277725905
Racine Ave & 18th St,12,6,1,1.1583485379099188
Larrabee St & North Ave,19,3,2,1.2493753380785848
St. Clair St & Erie St,17,2,2,3.3187082143832702
Lincoln Ave & Diversey Pkwy,6,0,1,1.454917419374978
Kedzie Ave & 48th Pl,8,2,1,1.1287838718604235
Wells St & Evergreen Ave,22,5,1,1.6541521929165321
Broadway & Waveland Ave,9,6,1,1.6602879179252077
Orleans St & Elm St,7,0,1,1.1390226354958914
Daley Center Plaza,11,2,1,1.3186794890375766
Calumet Ave & 35th St,15,4,1,1.3236908633882039
Leavitt St & North Ave,6,5,1,1.0586878484077191
Kingsbury St & Kinzie St,5,3,1,1.3194400190452822
Wolcott Ave & Polk St,11,1,2,1.3551958091384049
Dearborn Pkwy & Delaware Pl,21,4,1,1.1607917358340671
Lake Park Ave & 53rd St,12,5,1,1.222264891343527
